Unit Model,Project,Unit Type,Unit Numbers,Num Bedrooms,Num Bathrooms,Interior Square Ft,Exterior Square Ft,Price,AVG PSF,Floor Plan,Facing Direction,Exterior Type
Suite 1S+D,St. Clair Village Condos,Suite,,1.5 Bed,1 Bath,640 sq.ft,,,,,West,
Suite 1L+D,St. Clair Village Condos,Suite,,1.5 Bed,1.5 Bath,642 sq.ft,,,,,West,
Suite 1P+D,St. Clair Village Condos,Suite,,1.5 Bed,1 Bath,642 sq.ft,,,,,East,
Suite 1C+D,St. Clair Village Condos,Suite,,1.5 Bed,1 Bath,649 sq.ft,,,,,South,
Suite 1B+D,St. Clair Village Condos,Suite,,1.5 Bed,1 Bath,658 sq.ft,,,,,South,
Suite 1O+D,St. Clair Village Condos,Suite,,1.5 Bed,1.5 Bath,670 sq.ft,,,,,West,
Suite 1A+D,St. Clair Village Condos,Suite,,1.5 Bed,1 Bath,676 sq.ft,,,,,South,
Suite 1M+D,St. Clair Village Condos,Suite,,1.5 Bed,2 Bath,677 sq.ft,,,,,East,
Suite 1G+D,St. Clair Village Condos,Suite,,1.5 Bed,2 Bath,682 sq.ft,,,,,South,
Suite 1D+D,St. Clair Village Condos,Suite,,1.5 Bed,2 Bath,693 sq.ft,,,,,East,
Suite 1E+D,St. Clair Village Condos,Suite,,1.5 Bed,2 Bath,705 sq.ft,,,,,East,
Suite 1K+D,St. Clair Village Condos,Suite,,1.5 Bed,2 Bath,717 sq.ft,,,,,East,
Suite 1F+D,St. Clair Village Condos,Suite,,1.5 Bed,2 Bath,719 sq.ft,,,,,East,
Suite 2D,St. Clair Village Condos,Suite,,2 Bed,2 Bath,728 sq.ft,,,,,East,
Suite 2O-T,St. Clair Village Condos,Suite,,2 Bed,2 Bath,729 sq.ft,,,,,SouthWest,
Suite 2O,St. Clair Village Condos,Suite,,2 Bed,2 Bath,729 sq.ft,,,,,SouthWest,
Suite 2K,St. Clair Village Condos,Suite,,2 Bed,2 Bath,732 sq.ft,,,,,West,
Suite 2L,St. Clair Village Condos,Suite,,2 Bed,2 Bath,732 sq.ft,,,,,West,
Suite 2G-T,St. Clair Village Condos,Suite,,2 Bed,2 Bath,735 sq.ft,,,,,West,
Suite 2Q,St. Clair Village Condos,Suite,,2 Bed,2 Bath,739 sq.ft,,,,,East,
Suite 2P,St. Clair Village Condos,Suite,,2 Bed,2 Bath,743 sq.ft,,,,,East,
Suite 2N,St. Clair Village Condos,Suite,,2 Bed,2 Bath,743 sq.ft,,,,,East,
Suite 2H,St. Clair Village Condos,Suite,,2 Bed,2 Bath,757 sq.ft,,,,,East,
Suite 2I,St. Clair Village Condos,Suite,,2 Bed,2 Bath,766 sq.ft,,,,,West,
Suite 2C-T,St. Clair Village Condos,Suite,,2 Bed,2 Bath,768 sq.ft,,,,,West,
Suite 2A,St. Clair Village Condos,Suite,,2 Bed,2 Bath,771 sq.ft,,,,,NorthEast,
Suite 2B-T,St. Clair Village Condos,Suite,,2 Bed,2 Bath,786 sq.ft,,,,,East,
Suite 2M,St. Clair Village Condos,Suite,,2 Bed,2 Bath,804 sq.ft,,,,,East,
Suite 2E,St. Clair Village Condos,Suite,,2 Bed,2 Bath,843 sq.ft,,,,,NorthSouth,
Suite 2R,St. Clair Village Condos,Suite,,2 Bed,2 Bath,867 sq.ft,,,,,SouthEast,
Suite 2J,St. Clair Village Condos,Suite,,2 Bed,2 Bath,875 sq.ft,,,,,NorthEast,
Suite 2I+D,St. Clair Village Condos,Suite,,2.5 Bed,2 Bath,885 sq.ft,,,,,NorthEast,
Suite 2F,St. Clair Village Condos,Suite,,2 Bed,2 Bath,897 sq.ft,,,,,SouthWest,
Suite 2C+D-T,St. Clair Village Condos,Suite,,2.5 Bed,2 Bath,905 sq.ft,,,,,West,
Suite 2A-T,St. Clair Village Condos,Suite,,2 Bed,2 Bath,915 sq.ft,,,,,West,
Suite 2D+D,St. Clair Village Condos,Suite,,2.5 Bed,2 Bath,917 sq.ft,,,,,NorthEast,
Suite 2B+D-T,St. Clair Village Condos,Suite,,2.5 Bed,2 Bath,924 sq.ft,,,,,West,
Suite 2J+D,St. Clair Village Condos,Suite,,2.5 Bed,2 Bath,930 sq.ft,,,,,NorthEast,
Suite 2E+D,St. Clair Village Condos,Suite,,2.5 Bed,2 Bath,933 sq.ft,,,,,NorthWest,
Suite 2G+D,St. Clair Village Condos,Suite,,2.5 Bed,2 Bath,936 sq.ft,,,,,NorthEast,
Suite 3A-T,St. Clair Village Condos,Suite,,3 Bed,2 Bath,1002 sq.ft,,,,,North,
Suite 3H,St. Clair Village Condos,Suite,,3 Bed,2 Bath,1007 sq.ft,,,,,NorthWest,
Suite 3D-T,St. Clair Village Condos,Suite,,3 Bed,2 Bath,1113 sq.ft,,,,,NorthWest,
Suite 2F+D,St. Clair Village Condos,Suite,,2.5 Bed,2 Bath,1114 sq.ft,,,,,SouthWest,
Suite 2F+D-T,St. Clair Village Condos,Suite,,2.5 Bed,2 Bath,1122 sq.ft,,,,,SouthWest,
Suite 3I,St. Clair Village Condos,Suite,,3 Bed,2 Bath,1124 sq.ft,,,,,NorthWest,
Suite 3C,St. Clair Village Condos,Suite,,3 Bed,2 Bath,1248 sq.ft,,,,,SouthEast,
Suite 3B-T,St. Clair Village Condos,Suite,,3 Bed,2 Bath,1282 sq.ft,,,,,SouthEast,
Suite 3E,St. Clair Village Condos,Suite,,3 Bed,2 Bath,1284 sq.ft,,,,,SouthEast,
Suite 3E-T,St. Clair Village Condos,Suite,,3 Bed,2 Bath,1285 sq.ft,,,,,SouthEast,
Suite 3F-T,St. Clair Village Condos,Suite,,3 Bed,2 Bath,1293 sq.ft,,,,,SouthWest,
Suite 3G-T,St. Clair Village Condos,Suite,,3 Bed,2 Bath,1298 sq.ft,,,,,SouthEast,
Suite 3B+D-T,St. Clair Village Condos,Suite,,3.5 Bed,3 Bath,1662 sq.ft,,,,,South West,
Suite 3A+D-T,St. Clair Village Condos,Suite,,3.5 Bed,3.5 Bath,1954 sq.ft,,,,,South East,
Suite 30-34 DS,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,1200 sq.ft,,"$2,799,900",,,EastWest,
Suite 6-7 JN,Fifty Scollard Condos,Suite,,1.5 Bed,2 Bath,1209 sq.ft,,"$3,141,900",,,West,
Suite 20-22 BN,Fifty Scollard Condos,Suite,,1.5 Bed,2 Bath,1293 sq.ft,,"$3,475,900",,,West,
Suite 13-14 BN,Fifty Scollard Condos,Suite,,1.5 Bed,2 Bath,1293 sq.ft,,"$3,325,900",,,West,
Suite 13-14 & 17 FN,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,1306 sq.ft,,"$3,301,900",,,EastWest,
Suite 13-14 GS,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,1356 sq.ft,,"$3,456,900",,,West,
Suite 6-7 HN,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,1393 sq.ft,,"$3,459,900",,,West,
Suite 6-8 IN,Fifty Scollard Condos,Suite,,2.5 Bed,2 Bath,1425 sq.ft,,"$3,563,900",,,EastWest,
Suite 40 AN,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,1453 sq.ft,,"$4,796,900",,,EastWest,
Suite 5 AN,Fifty Scollard Condos,Suite,,2.5 Bed,2 Bath,1636 sq.ft,,"$3,984,900",,,EastWest,
Suite 35 N,Fifty Scollard Condos,Suite,,3 Bed,3 Bath,3451 sq.ft,,"$11,795,900",,,EastWest,
Suite 28 N,Fifty Scollard Condos,Suite,,3 Bed,3.5 Bath,5190 sq.ft,,"$17,318,900",,,EastWest,
Suite 5 DS,Fifty Scollard Condos,Suite,,1 Bed,1 Bath,638 sq.ft,,,,,West,
Suite 5 DS,Fifty Scollard Condos,Suite,,1 Bed,1 Bath,638 sq.ft,,,,,West,
Suite 6-9 LS / Suite 11...,Fifty Scollard Condos,Suite,,1 Bed,1 Bath,716 sq.ft,,,,,East,
Suite 30-34 BN,Fifty Scollard Condos,Suite,,1.5 Bed,1.5 Bath,727 sq.ft,,,,,West,
Suite 37-39 AN,Fifty Scollard Condos,Suite,,1 Bed,1 Bath,773 sq.ft,,,,,EastWest,
Suite 11-22 DN,Fifty Scollard Condos,Suite,,1 Bed,1 Bath,779 sq.ft,,,,,East,
Suite 30-34 A1N,Fifty Scollard Condos,Suite,,1.5 Bed,2 Bath,830 sq.ft,,,,,East,
Suite 5 CN,Fifty Scollard Condos,Suite,,1.5 Bed,1 Bath,835 sq.ft,,,,,West,
Suite 6-9 KS,Fifty Scollard Condos,Suite,,1.5 Bed,2 Bath,851 sq.ft,,,,,West,
Suite 5 BN,Fifty Scollard Condos,Suite,,1.5 Bed,2 Bath,893 sq.ft,,,,,West,
Suite 6-8 MN,Fifty Scollard Condos,Suite,,1.5 Bed,2 Bath,935 sq.ft,,,,,East,
Suite 5 ES,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,961 sq.ft,,,,,EastWest,
Suite 30-34 CS,Fifty Scollard Condos,Suite,,2.5 Bed,2 Bath,1047 sq.ft,,,,,West,
Suite 9 EN,Fifty Scollard Condos,Suite,,1.5 Bed,2 Bath,1157 sq.ft,,,,,East,
Suite 6-8 JN,Fifty Scollard Condos,Suite,,1.5 Bed,2 Bath,1209 sq.ft,,,,,West,
Suite 11-20 BN,Fifty Scollard Condos,Suite,,1.5 Bed,1.5 Bath,1293 sq.ft,,,,,West,
Suite 11-23 BN,Fifty Scollard Condos,Suite,,1.5 Bed,2 Bath,1293 sq.ft,,,,,West,
Suite 11-20 02,Fifty Scollard Condos,Suite,,1.5 Bed,1.5 Bath,1293 sq.ft,,,,,West,
Suite 9 CN,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,1296 sq.ft,,,,,West,
Suite 11-22 FN,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,1306 sq.ft,,,,,EastWest,
Suite 11-22 GS,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,1356 sq.ft,,,,,West,
Suite 6-8 HN,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,1393 sq.ft,,,,,West,
Suite 6-8 FN,Fifty Scollard Condos,Suite,,1 Bed,1.5 Bath,1393 sq.ft,,,,,West,
Suite 6-8 HN,Fifty Scollard Condos,Suite,,2 Bed,2 Bath,1393 sq.ft,,,,,West,
Suite 6-8 03,Fifty Scollard Condos,Suite,,1 Bed,1.5 Bath,1393 sq.ft,,,,,West,
Suite 40-41 CS,Fifty Scollard Condos,Suite,,3 Bed,2.5 Bath,1397 sq.ft,,,,,EastWest,
Suite 37-39 CS,Fifty Scollard Condos,Suite,,3 Bed,2.5 Bath,1397 sq.ft,,,,,EastWest,
Suite 6-8 04,Fifty Scollard Condos,Suite,,2 Bed,2.5 Bath,1685 sq.ft,,,,,EastWest,
Suite 6-8 GS,Fifty Scollard Condos,Suite,,2 Bed,2.5 Bath,1685 sq.ft,,,,,EastWest,
Suite 6-8 01,Fifty Scollard Condos,Suite,,2 Bed,2.5 Bath,1826 sq.ft,,,,,East,
Suite 6-8 DN,Fifty Scollard Condos,Suite,,2 Bed,2.5 Bath,1826 sq.ft,,,,,East,
Suite 6-8 02,Fifty Scollard Condos,Suite,,2 Bed,2.5 Bath,1852 sq.ft,,,,,West,
Suite 6-8 EN,Fifty Scollard Condos,Suite,,2 Bed,2.5 Bath,1852 sq.ft,,,,,West,
Suite 9 DN,Fifty Scollard Condos,Suite,,3.5 Bed,3 Bath,1941 sq.ft,,,,,West,
Suite 11-20 AN,Fifty Scollard Condos,Suite,,2.5 Bed,2.5 Bath,2166 sq.ft,,,,,EastWest,
Suite 23-25 AN,Fifty Scollard Condos,Suite,,2.5 Bed,2.5 Bath,2166 sq.ft,,,,,EastWest,
Suite 23 AN,Fifty Scollard Condos,Suite,,2.5 Bed,2.5 Bath,2166 sq.ft,,,,,North,
Suite 11-20 01,Fifty Scollard Condos,Suite,,2.5 Bed,2.5 Bath,2166 sq.ft,,,,,EastWest,
Suite 24-25 CS,Fifty Scollard Condos,Suite,,3 Bed,3.5 Bath,2185 sq.ft,,,,,EastWest,
Suite 11-20 CS,Fifty Scollard Condos,Suite,,3 Bed,3.5 Bath,2185 sq.ft,,,,,EastWest,
Suite 11-20 03,Fifty Scollard Condos,Suite,,3 Bed,3.5 Bath,2185 sq.ft,,,,,EastWest,
Suite 38S,Fifty Scollard Condos,Suite,,1.5 Bed,2.5 Bath,2386 sq.ft,,,,,EastWest,
Suite 36 DS,Fifty Scollard Condos,Suite,,1.5 Bed,2.5 Bath,2414 sq.ft,,,,,EastWest,
Suite 26-27N,Fifty Scollard Condos,Suite,,2 Bed,2.5 Bath,2429 sq.ft,,,,,EastWest,
Suite 41S,Fifty Scollard Condos,Suite,,2 Bed,2.5 Bath,2471 sq.ft,,,,,EastWest,
Suite 24-25N,Fifty Scollard Condos,Suite,,2.5 Bed,2.5 Bath,2854 sq.ft,,,,,EastWest,
Suite 21-25N,Fifty Scollard Condos,Suite,,2.5 Bed,2.5 Bath,2854 sq.ft,,,,,EastWest,
Suite 27S,Fifty Scollard Condos,Suite,,2.5 Bed,2.5 Bath,2861 sq.ft,,,,,EastWest,
Suite 24-27S,Fifty Scollard Condos,Suite,,2.5 Bed,2.5 Bath,2861 sq.ft,,,,,SouthEastWest,
Suite 24-27S Option B,Fifty Scollard Condos,Suite,,3 Bed,3.5 Bath,2861 sq.ft,,,,,West,
Suite 24-27S Option A,Fifty Scollard Condos,Suite,,2.5 Bed,2.5 Bath,2861 sq.ft,,,,,West,
Suite 21-27S,Fifty Scollard Condos,Suite,,2.5 Bed,2.5 Bath,2861 sq.ft,,,,,EastWest,
Suite 9S,Fifty Scollard Condos,Suite,,3 Bed,3.5 Bath,2965 sq.ft,,,,,EastWest,
Suite 9N,Fifty Scollard Condos,Suite,,3.5 Bed,3.5 Bath,3292 sq.ft,,,,,EastWest,
Suite 29 N,Fifty Scollard Condos,Suite,,3 Bed,3.5 Bath,3968 sq.ft,,,,,EastWest,
Suite 30-34N,Fifty Scollard Condos,Suite,,3.5 Bed,3.5 Bath,4209 sq.ft,,,,,EastWest,
Suite 9 FN,Fifty Scollard Condos,Suite,,3.5 Bed,3.5 Bath,4582 sq.ft,,,,,EastWest,
Suite 36S,Fifty Scollard Condos,Suite,,3 Bed,3.5 Bath,4826 sq.ft,,,,,EastWest,
Suite 39S Option 2,Fifty Scollard Condos,Suite,,4 Bed,4 Bath,4881 sq.ft,,,,,EastWest,
Suite 39S Option 1,Fifty Scollard Condos,Suite,,4 Bed,4.5 Bath,4881 sq.ft,,,,,EastWest,
Suite 10 N,Fifty Scollard Condos,Suite,,3 Bed,3.5 Bath,5943 sq.ft,,,,,EastWest,
Shelborne A,Glen Hill Condos,Suite,,2 Bed,2 Bath,865 sq.ft,,"$1,410,900",,,North,
Shermount,Glen Hill Condos,Suite,,2 Bed,2 Bath,875 sq.ft,,"$1,440,900",,,East,
Briar Hill,Glen Hill Condos,Suite,,1.5 Bed,1 Bath,910 sq.ft,,"$1,400,900",,,East,
Alberta,Glen Hill Condos,Suite,,1.5 Bed,2 Bath,965 sq.ft,,"$1,506,900",,,West,
Roselawn 2,Glen Hill Condos,Suite,,2 Bed,2 Bath,1029 sq.ft,,"$1,855,900",,,East,
Douglas 2,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1115 sq.ft,,"$1,769,900",,,North,
Dinan,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1185 sq.ft,,"$1,999,900",,,North West,
Joicy 2,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1201 sq.ft,,"$1,889,900",,,North,
Kelso 2,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1216 sq.ft,,"$2,069,900",,,East,
Meadowbrook 2,Glen Hill Condos,Suite,,2 Bed,2 Bath,1337 sq.ft,,"$2,329,900",,,East,
Helena,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1406 sq.ft,,"$2,326,900",,,East,
Haddington,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1420 sq.ft,,"$2,349,900",,,East,
Owen 2,Glen Hill Condos,Suite,,3 Bed,2 Bath,1492 sq.ft,,"$2,449,900",,,East,
Latimer 2,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1629 sq.ft,,"$2,422,900",,,West,
Alness,Glen Hill Condos,Suite,,3 Bed,2 Bath,1646 sq.ft,,"$2,699,900",,,North,
Montressor,Glen Hill Condos,Suite,,3 Bed,2 Bath,1646 sq.ft,,"$2,689,900",,,North,
Grey 2,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1662 sq.ft,,"$2,759,900",,,NorthEast,
Winona,Glen Hill Condos,Suite,,3 Bed,2.5 Bath,1747 sq.ft,,"$2,645,900",,,North East,
Viewmount 2,Glen Hill Condos,Suite,,2 Bed,2 Bath,1798 sq.ft,,"$2,999,900",,,SouthEast,
Ronan,Glen Hill Condos,Suite,,3.5 Bed,3 Bath,1927 sq.ft,,"$2,968,900",,,South East,
Fraserwood 2,Glen Hill Condos,Suite,,3.5 Bed,2.5 Bath,2162 sq.ft,,"$3,585,900",,,West,
Pinewood 2,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,2213 sq.ft,,"$3,699,900",,,NorthEast,
Frontenac,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,2493 sq.ft,,"$4,249,900",,,South West,
Melrose,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,2549 sq.ft,,"$4,269,900",,,North West,
Lytton,Glen Hill Condos,Suite,,3 Bed,2.5 Bath,2551 sq.ft,,"$4,269,900",,,North West,
Playfair 2,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,2568 sq.ft,,"$4,289,900",,,West,
Timberlane 2,Glen Hill Condos,Suite,,3.5 Bed,3.5 Bath,2802 sq.ft,,"$4,689,900",,,North,
Ellison 2,Glen Hill Condos,Suite,,3.5 Bed,3.5 Bath,2804 sq.ft,,"$4,629,900",,,East,
Roe (3.5 BR),Glen Hill Condos,Suite,,3.5 Bed,3.5 Bath,2940 sq.ft,,"$4,899,900",,,NorthWest,
Rosewell,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,3739 sq.ft,,"$6,349,900",,,EastWest,
Melville + Forest Wood,Glen Hill Condos,Suite,,2.5 Bed,4.5 Bath,3777 sq.ft,,"$6,509,800",,,South East,
St. Clements,Glen Hill Condos,Suite,,1 Bed,1 Bath,641 sq.ft,,,,,East,
Otter,Glen Hill Condos,Suite,,1 Bed,1 Bath,665 sq.ft,,,,,East,
Brookdale,Glen Hill Condos,Suite,,1 Bed,1 Bath,691 sq.ft,,,,,West,
Albany,Glen Hill Condos,Suite,,1.5 Bed,1 Bath,693 sq.ft,,,,,South,
Baycrest,Glen Hill Condos,Suite,,1 Bed,1 Bath,702 sq.ft,,,,,West,
Caribou,Glen Hill Condos,Suite,,1 Bed,1 Bath,710 sq.ft,,,,,West,
Dalemount,Glen Hill Condos,Suite,,1.5 Bed,1 Bath,728 sq.ft,,,,,East,
Glen Rush,Glen Hill Condos,Suite,,1.5 Bed,2 Bath,759 sq.ft,,,,,North,
Glencairn,Glen Hill Condos,Suite,,1.5 Bed,1 Bath,770 sq.ft,,,,,North,
Alexandra Wood,Glen Hill Condos,Suite,,2 Bed,2 Bath,770 sq.ft,,,,,North,
Bathurst,Glen Hill Condos,Suite,,2 Bed,2 Bath,772 sq.ft,,,,,East,
Ameer,Glen Hill Condos,Suite,,1.5 Bed,1 Bath,775 sq.ft,,,,,South,
Elway,Glen Hill Condos,Suite,,1.5 Bed,1 Bath,779 sq.ft,,,,,East,
Castlefield,Glen Hill Condos,Suite,,2 Bed,2 Bath,796 sq.ft,,,,,East,
Alcina,Glen Hill Condos,Suite,,1.5 Bed,2 Bath,838 sq.ft,,,,,South,
Shelborne,Glen Hill Condos,Suite,,2 Bed,2 Bath,865 sq.ft,,,,,North,
Allard,Glen Hill Condos,Suite,,1.5 Bed,2 Bath,932 sq.ft,,,,,North,
Sparrow,Glen Hill Condos,Suite,,2 Bed,2 Bath,996 sq.ft,,,,,South,
Roselawn,Glen Hill Condos,Suite,,2 Bed,2 Bath,1029 sq.ft,,,,,East,
Celt,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1034 sq.ft,,,,,South,
Sultana,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1083 sq.ft,,,,,South,
Douglas,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1115 sq.ft,,,,,North,
Cherrywood 2,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1121 sq.ft,,,,,NorthWest,
Cherrywood,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1121 sq.ft,,,,,North West,
Somerset,Glen Hill Condos,Suite,,2 Bed,2 Bath,1127 sq.ft,,,,,West,
Deloraine,Glen Hill Condos,Suite,,2 Bed,2 Bath,1168 sq.ft,,,,,SouthEast,
Sage 2,Glen Hill Condos,Suite,,2 Bed,2 Bath,1183 sq.ft,,,,,SouthWest,
Sage,Glen Hill Condos,Suite,,2 Bed,2 Bath,1183 sq.ft,,,,,South West,
Cortleigh,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1192 sq.ft,,,,,North,
Dell Park,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1200 sq.ft,,,,,South West,
Joicy,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1201 sq.ft,,,,,North,
Clyde,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1201 sq.ft,,,,,North,
Kelso,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1216 sq.ft,,,,,East,
Dane,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1308 sq.ft,,,,,East,
Englemount,Glen Hill Condos,Suite,,2 Bed,1.5 Bath,1315 sq.ft,,,,,West,
Meadowbrook,Glen Hill Condos,Suite,,2 Bed,2 Bath,1337 sq.ft,,,,,East,
Viewmount S,Glen Hill Condos,Suite,,2 Bed,2 Bath,1411 sq.ft,,,,,South East,
Fairlawn,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1455 sq.ft,,,,,North West,
Hillhurst,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1456 sq.ft,,,,,South East,
Owen,Glen Hill Condos,Suite,,3 Bed,2 Bath,1492 sq.ft,,,,,East,
Creston,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1504 sq.ft,,,,,East,
Latimer,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1629 sq.ft,,,,,West,
Grey,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1662 sq.ft,,,,,North East,
Roslin,Glen Hill Condos,Suite,,3.5 Bed,2 Bath,1672 sq.ft,,,,,East,
Munro,Glen Hill Condos,Suite,,3.5 Bed,2 Bath,1693 sq.ft,,,,,East,
Viewmount,Glen Hill Condos,Suite,,2 Bed,2 Bath,1798 sq.ft,,,,,South East,
Winona,Glen Hill Condos,Suite,,3 Bed,2.5 Bath,1818 sq.ft,,,,,North East,
Kirkland,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,1851 sq.ft,,,,,West,
Prue,Glen Hill Condos,Suite,,2.5 Bed,2 Bath,1993 sq.ft,,,,,South East,
Fraserwood,Glen Hill Condos,Suite,,3.5 Bed,2.5 Bath,2162 sq.ft,,,,,West,
Pinewood,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,2213 sq.ft,,,,,North East,
Glengrove,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,2419 sq.ft,,,,,North West,
Playfair,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,2568 sq.ft,,,,,West,
Madoc,Glen Hill Condos,Suite,,3.5 Bed,3.5 Bath,2572 sq.ft,,,,,North East,
Timberlane,Glen Hill Condos,Suite,,3.5 Bed,3.5 Bath,2802 sq.ft,,,,,North,
Ellison,Glen Hill Condos,Suite,,3.5 Bed,3.5 Bath,2804 sq.ft,,,,,East,
Kenwood,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,2940 sq.ft,,,,,South West,
Roe (2.5 BR),Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,3023 sq.ft,,,,,North West,
Mayfair,Glen Hill Condos,Suite,,3.5 Bed,3.5 Bath,3026 sq.ft,,,,,North West,
Manning,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,3070 sq.ft,,,,,South West,
Ridley,Glen Hill Condos,Suite,,2.5 Bed,2.5 Bath,3073 sq.ft,,,,,South West,
Olive,Glen Hill Condos,Suite,,3.5 Bed,3.5 Bath,3476 sq.ft,,,,,South West,
Armour,Glen Hill Condos,Suite,,3.5 Bed,3 Bath,3917 sq.ft,,,,,EastWest,
Ridelle,Glen Hill Condos,Suite,,3.5 Bed,3.5 Bath,4676 sq.ft,,,,,South West,
Atlas,Glen Hill Condos,Suite,,3.5 Bed,3.5 Bath,4767 sq.ft,,,,,South West,
Toba + Flemington,Glen Hill Condos,Suite,,2.5 Bed,4.5 Bath,5000 sq.ft,,,,,NorthSouthWest,
1B-EE (Podium),Forêt Forest Hill Condos,Suite,,0 Bed,1 Bath,389 sq.ft,,"$572,900",,,East,
S-G,Forêt Forest Hill Condos,Suite,,0 Bed,1 Bath,398 sq.ft,,"$619,900",,,West,
1B-P,Forêt Forest Hill Condos,Suite,,1 Bed,1 Bath,420 sq.ft,,"$681,900",,,East,
1B-SS (Podium),Forêt Forest Hill Condos,Suite,,1 Bed,1 Bath,421 sq.ft,,"$646,900",,,NorthSouth,
1B-S (Podium),Forêt Forest Hill Condos,Suite,,1 Bed,1 Bath,421 sq.ft,,"$646,900",,,NorthSouth,
1B+S-BB (Podium),Forêt Forest Hill Condos,Suite,,1.5 Bed,1 Bath,439 sq.ft,,"$686,900",,,North,
1B+S-B,Forêt Forest Hill Condos,Suite,,1.5 Bed,1 Bath,452 sq.ft,,"$757,900",,,West,
1B+D-HH (Podium),Forêt Forest Hill Condos,Suite,,1.5 Bed,1 Bath,454 sq.ft,,"$726,900",,,South,
1B+D-AA (Podium),Forêt Forest Hill Condos,Suite,,1.5 Bed,1 Bath,471 sq.ft,,"$746,900",,,East,
1B-FF (Podium),Forêt Forest Hill Condos,Suite,,1 Bed,1 Bath,483 sq.ft,,"$692,900",,,South,
1B+D-B,Forêt Forest Hill Condos,Suite,,1.5 Bed,1 Bath,525 sq.ft,,"$770,900",,,West,
